team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,42,87,6,17,20,20,8,26,21,3,1,8,30
ATLANTA HAWKS,240,39,76,4,11,30,34,11,29,21,4,8,16,24
MILWAUKEE BUCKS,240,38,70,0,3,16,20,6,28,26,14,5,19,29
CHICAGO BULLS,240,30,79,6,15,25,33,19,25,21,11,4,21,17
UTAH JAZZ,240,32,70,3,8,27,32,8,27,21,7,6,14,26
GOLDEN STATE WARRIORS,240,32,80,2,14,16,29,22,26,21,7,4,19,33
PHOENIX SUNS,240,36,80,3,13,20,29,16,28,16,9,6,20,14
HOUSTON ROCKETS,240,41,85,11,24,12,16,7,28,31,13,4,14,19
SEATTLE SUPERSONICS,240,37,72,5,10,23,29,11,29,18,8,5,19,24
LOS ANGELES CLIPPERS,240,32,87,3,12,22,29,17,23,15,7,3,10,25
DALLAS MAVERICKS,240,38,83,4,12,23,29,13,31,15,4,4,11,17
MINNESOTA TIMBERWOLVES,240,31,94,1,17,21,24,24,26,19,5,8,12,23
NEW YORK KNICKS,240,32,77,5,11,23,29,14,34,15,4,7,17,27
NEW JERSEY NETS,240,28,90,3,13,23,28,21,29,12,7,8,11,25
BOSTON CELTICS,240,32,76,2,13,8,15,16,21,14,7,6,16,22
PHILADELPHIA 76ERS,240,32,69,1,4,12,17,10,27,27,9,3,18,25
SACRAMENTO KINGS,240,48,94,2,12,16,22,10,27,31,13,4,12,32
WASHINGTON WIZARDS,240,35,78,2,6,32,43,17,33,18,8,1,22,23
