team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,39,86,5,12,19,23,11,35,20,6,9,13,19
ATLANTA HAWKS,240,37,89,5,7,19,23,18,32,21,6,7,13,22
NEW JERSEY NETS,240,34,81,2,15,16,25,14,27,20,12,5,22,19
DETROIT PISTONS,240,41,92,10,16,13,17,17,33,26,14,3,19,23
LOS ANGELES CLIPPERS,240,32,75,6,14,31,35,12,30,20,5,7,17,16
ORLANDO MAGIC,240,45,84,9,15,15,19,9,26,32,14,5,12,23
LOS ANGELES LAKERS,240,39,81,6,14,13,18,6,30,20,7,6,17,25
PHILADELPHIA 76ERS,240,43,86,4,9,22,29,10,33,29,11,1,11,21
MINNESOTA TIMBERWOLVES,240,38,90,3,9,17,20,13,27,25,14,6,13,22
PHOENIX SUNS,240,39,74,2,5,24,29,6,37,29,9,6,18,21
NEW YORK KNICKS,240,31,66,6,13,22,30,5,27,21,8,8,13,35
UTAH JAZZ,240,31,73,9,15,35,47,15,30,23,6,4,13,28
