team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,29,74,8,14,25,31,14,37,18,8,2,14,16
ATLANTA HAWKS,240,35,79,0,6,10,15,7,31,17,8,4,14,23
BOSTON CELTICS,240,39,74,8,21,16,21,8,35,26,6,5,19,30
DETROIT PISTONS,240,35,85,8,18,17,27,12,28,17,5,2,15,27
DENVER NUGGETS,240,35,80,4,19,20,22,11,26,22,3,7,12,24
INDIANA PACERS,240,40,80,6,15,17,25,10,31,25,5,7,9,22
CHARLOTTE HORNETS,240,31,90,6,13,19,23,20,26,14,3,3,7,20
LOS ANGELES LAKERS,240,36,78,3,12,18,20,9,34,18,4,8,12,18
NEW YORK KNICKS,240,37,72,5,17,16,22,4,34,22,3,6,8,20
NEW JERSEY NETS,240,25,72,1,9,20,28,10,28,16,3,5,9,24
ORLANDO MAGIC,290,47,97,10,25,19,26,15,32,27,8,3,13,31
PHILADELPHIA 76ERS,290,41,89,4,12,31,43,15,34,21,8,8,16,26
VANCOUVER GRIZZLIES,240,35,89,5,11,20,24,15,25,26,12,3,15,26
SACRAMENTO KINGS,240,37,77,5,15,26,31,13,35,25,10,2,20,22
