team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SEATTLE SUPERSONICS,240,31,76,7,16,13,25,11,29,19,14,4,18,21
BOSTON CELTICS,240,30,70,12,24,13,22,7,35,21,12,5,21,24
INDIANA PACERS,240,24,70,6,18,18,26,11,32,19,4,7,16,22
CHARLOTTE HORNETS,240,29,83,5,16,19,27,20,35,18,8,7,10,22
GOLDEN STATE WARRIORS,240,35,76,1,6,13,24,9,37,23,10,8,18,18
CHICAGO BULLS,240,29,76,3,9,17,27,11,30,20,12,6,19,21
ORLANDO MAGIC,240,35,88,5,18,18,22,18,34,23,9,5,10,19
DENVER NUGGETS,240,33,81,6,20,14,22,12,32,23,5,9,12,20
PORTLAND TRAIL BLAZERS,240,36,78,7,20,16,22,9,32,29,6,4,15,20
HOUSTON ROCKETS,240,34,74,5,13,16,26,9,28,19,3,6,16,21
DALLAS MAVERICKS,240,38,75,2,12,25,31,9,22,21,12,1,10,20
LOS ANGELES CLIPPERS,240,37,78,3,10,15,22,15,25,21,4,6,15,23
MILWAUKEE BUCKS,240,42,82,8,18,6,7,8,30,22,9,3,10,27
PHILADELPHIA 76ERS,240,32,75,4,10,23,28,12,30,23,5,0,13,14
ATLANTA HAWKS,240,32,73,2,7,16,27,14,27,12,13,3,25,23
UTAH JAZZ,240,37,75,4,9,21,28,10,34,26,15,10,18,24
