team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,30,82,8,25,14,19,10,27,21,11,2,14,24
CHICAGO BULLS,240,34,72,1,8,20,28,11,37,31,8,8,18,18
WASHINGTON WIZARDS,240,39,78,3,17,24,32,18,25,19,7,4,17,29
DALLAS MAVERICKS,240,39,75,3,12,31,38,12,27,23,10,1,13,24
CLEVELAND CAVALIERS,240,32,79,3,8,13,17,9,26,16,8,8,12,20
HOUSTON ROCKETS,240,32,83,9,21,19,21,15,30,15,9,5,13,19
CHARLOTTE HORNETS,240,40,79,6,15,17,20,14,30,31,9,3,15,15
MILWAUKEE BUCKS,240,40,86,7,22,6,10,12,23,24,8,2,11,17
BOSTON CELTICS,240,30,75,10,20,15,24,9,29,18,6,2,9,15
PORTLAND TRAIL BLAZERS,240,35,74,1,12,10,14,6,36,24,3,4,12,26
ATLANTA HAWKS,240,41,81,6,11,13,17,12,32,28,5,7,16,18
SEATTLE SUPERSONICS,240,39,87,3,9,13,17,7,24,20,8,5,9,20
