team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,39,84,3,8,14,21,18,36,24,7,6,19,22
ATLANTA HAWKS,240,31,81,4,12,22,27,11,28,18,7,1,11,21
NEW JERSEY NETS,240,33,76,4,16,18,26,5,32,20,7,4,12,25
CHARLOTTE HORNETS,240,29,77,5,14,28,33,9,37,22,6,8,12,23
HOUSTON ROCKETS,240,36,71,2,9,21,29,6,38,23,6,12,16,14
CHICAGO BULLS,240,34,91,4,10,6,8,13,31,28,7,6,14,24
LOS ANGELES LAKERS,240,41,92,4,17,15,25,18,31,29,4,4,10,21
DENVER NUGGETS,240,39,79,5,16,24,29,9,31,26,7,11,6,23
SACRAMENTO KINGS,240,47,91,5,15,23,27,14,34,30,14,4,14,10
GOLDEN STATE WARRIORS,240,45,99,4,17,7,8,16,31,25,12,8,16,20
MILWAUKEE BUCKS,240,32,80,9,23,13,15,11,22,14,8,3,11,17
INDIANA PACERS,240,40,71,8,16,11,14,9,34,32,6,10,16,18
DETROIT PISTONS,240,38,80,2,8,22,26,9,28,26,10,5,15,23
MINNESOTA TIMBERWOLVES,240,41,86,6,13,23,26,8,27,30,10,5,14,26
MIAMI HEAT,240,25,75,7,22,12,14,7,33,12,6,4,11,22
PHILADELPHIA 76ERS,240,26,78,3,9,24,32,19,36,12,9,6,14,20
ORLANDO MAGIC,240,39,82,2,8,17,23,8,37,29,9,6,14,29
PHOENIX SUNS,240,27,75,5,14,32,44,10,34,20,6,6,14,22
VANCOUVER GRIZZLIES,240,34,76,2,12,13,16,12,14,21,12,4,15,17
UTAH JAZZ,240,41,71,4,8,15,19,12,28,29,9,7,17,19
