team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,42,81,8,17,17,20,10,32,27,10,2,15,19
CHARLOTTE HORNETS,240,32,79,2,8,17,24,11,23,22,13,6,13,18
DENVER NUGGETS,240,29,74,7,16,18,22,11,34,16,7,9,17,21
DETROIT PISTONS,240,38,86,2,6,16,19,10,32,20,8,4,10,18
INDIANA PACERS,240,36,75,6,19,11,20,11,21,17,5,2,13,25
MIAMI HEAT,240,41,79,4,13,16,22,13,25,22,4,4,10,22
SACRAMENTO KINGS,240,39,86,6,15,25,28,12,30,24,10,4,17,28
MILWAUKEE BUCKS,240,44,84,5,11,19,27,9,33,29,7,8,16,23
ATLANTA HAWKS,240,29,72,4,12,22,28,13,36,18,7,4,27,29
NEW JERSEY NETS,240,30,79,4,11,26,32,12,25,19,13,10,16,30
CHICAGO BULLS,240,29,72,6,13,16,21,6,32,18,8,3,22,20
PHOENIX SUNS,240,40,87,0,5,17,20,12,34,29,12,9,14,14
