team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MINNESOTA TIMBERWOLVES,240,29,72,3,9,29,33,11,32,21,10,10,19,26
CLEVELAND CAVALIERS,240,29,76,1,5,22,28,12,30,12,5,8,17,25
MIAMI HEAT,265,33,82,7,18,18,23,10,37,21,7,5,11,20
DALLAS MAVERICKS,265,40,91,4,12,11,14,12,39,19,4,9,9,20
LOS ANGELES CLIPPERS,240,44,85,6,11,7,11,12,29,23,8,5,6,20
HOUSTON ROCKETS,240,32,68,1,12,19,28,8,30,13,4,4,11,15
PHILADELPHIA 76ERS,240,33,77,5,10,16,17,12,32,20,4,3,15,17
NEW YORK KNICKS,240,32,77,4,15,12,17,8,27,18,10,6,11,16
PHOENIX SUNS,240,35,83,2,10,20,24,13,26,20,14,4,11,24
PORTLAND TRAIL BLAZERS,240,34,73,6,8,26,31,13,31,21,8,2,17,18
CHICAGO BULLS,240,35,69,7,12,14,18,6,27,26,10,7,21,21
SEATTLE SUPERSONICS,240,36,77,6,9,19,25,10,22,25,12,2,16,19
CHARLOTTE HORNETS,240,28,70,4,12,16,24,12,35,13,4,9,22,23
UTAH JAZZ,240,34,83,3,10,16,19,10,31,28,9,4,11,22
