team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
GOLDEN STATE WARRIORS,240,36,87,5,9,14,16,10,25,22,10,2,11,15
CHARLOTTE HORNETS,240,42,84,5,20,4,7,12,37,31,9,4,20,17
LOS ANGELES CLIPPERS,240,35,72,5,10,18,24,10,32,24,3,4,13,23
CHICAGO BULLS,240,25,82,5,16,25,29,19,26,21,6,4,12,18
BOSTON CELTICS,240,32,77,9,23,18,25,13,29,18,9,5,17,23
DALLAS MAVERICKS,240,40,79,5,15,13,19,11,32,27,11,7,16,25
UTAH JAZZ,240,35,78,2,7,18,23,15,27,25,12,2,19,26
PORTLAND TRAIL BLAZERS,240,32,66,3,11,17,23,3,29,20,10,5,18,23
SACRAMENTO KINGS,240,40,78,7,12,28,33,10,32,24,5,11,12,23
WASHINGTON WIZARDS,240,41,94,7,19,21,27,20,21,25,7,5,9,27
