team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DALLAS MAVERICKS,240,36,78,4,10,15,19,6,35,17,9,11,11,19
ATLANTA HAWKS,240,32,86,3,9,14,22,17,36,19,9,2,15,20
NEW YORK KNICKS,240,33,68,5,16,15,20,7,24,15,5,3,17,22
HOUSTON ROCKETS,240,39,77,6,18,16,21,13,25,20,11,2,16,24
CHICAGO BULLS,240,29,86,3,10,21,25,17,23,14,13,4,12,16
LOS ANGELES CLIPPERS,240,41,73,3,12,17,20,8,36,24,7,8,18,21
DENVER NUGGETS,240,34,84,6,20,6,11,12,29,24,10,3,17,23
PHILADELPHIA 76ERS,240,41,75,2,5,15,28,9,37,30,11,5,15,14
GOLDEN STATE WARRIORS,240,32,81,5,15,16,24,9,28,17,11,4,13,24
SAN ANTONIO SPURS,240,43,78,4,13,19,26,10,40,25,6,4,13,19
VANCOUVER GRIZZLIES,240,32,70,3,13,15,17,7,30,19,10,3,16,21
SEATTLE SUPERSONICS,240,39,82,5,16,12,20,13,28,26,12,8,14,18
BOSTON CELTICS,240,33,73,9,22,23,28,4,26,24,8,4,12,18
TORONTO RAPTORS,240,44,81,5,9,17,23,9,34,28,5,9,11,21
