team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,37,85,6,14,21,32,12,33,23,6,5,12,26
CHICAGO BULLS,240,38,85,1,13,15,20,11,33,29,5,3,13,25
LOS ANGELES LAKERS,240,38,82,6,12,37,44,15,40,26,5,5,8,23
DALLAS MAVERICKS,240,41,91,12,29,15,20,6,26,20,3,7,6,29
BOSTON CELTICS,240,25,68,6,22,28,34,6,29,16,5,5,19,24
HOUSTON ROCKETS,240,40,91,6,18,15,23,15,31,23,11,8,13,20
MIAMI HEAT,240,28,71,6,17,12,16,9,28,19,8,3,14,18
NEW YORK KNICKS,240,29,68,4,14,14,16,5,31,19,6,4,15,20
PHOENIX SUNS,240,32,62,3,7,43,55,9,31,24,7,3,17,24
ORLANDO MAGIC,240,41,87,6,16,16,23,10,20,23,9,6,13,32
DENVER NUGGETS,240,34,75,6,17,20,24,8,22,22,10,5,14,20
PORTLAND TRAIL BLAZERS,240,39,84,8,19,18,21,17,24,32,6,4,15,20
ATLANTA HAWKS,240,30,79,3,12,17,21,11,36,15,5,10,17,9
SACRAMENTO KINGS,240,39,100,6,16,10,11,22,33,21,12,4,10,21
GOLDEN STATE WARRIORS,240,42,96,3,11,15,25,17,26,30,11,10,12,17
TORONTO RAPTORS,240,44,90,6,13,19,22,18,26,27,2,14,13,19
VANCOUVER GRIZZLIES,240,44,80,6,10,22,32,11,35,29,9,4,20,24
WASHINGTON WIZARDS,240,34,83,8,22,28,31,12,25,26,12,4,16,30
