team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES LAKERS,240,35,78,3,12,26,39,12,38,23,7,8,17,24
CHARLOTTE HORNETS,240,37,102,5,17,15,27,21,36,24,9,3,12,30
VANCOUVER GRIZZLIES,240,38,73,6,13,10,14,7,23,24,11,1,17,20
GOLDEN STATE WARRIORS,240,33,80,1,12,12,14,16,27,22,8,1,20,19
SAN ANTONIO SPURS,240,28,68,5,10,30,47,7,36,16,4,5,8,21
MINNESOTA TIMBERWOLVES,240,32,86,2,15,19,30,17,37,25,6,3,10,31
NEW JERSEY NETS,240,38,78,7,13,21,27,15,30,18,4,0,15,26
NEW YORK KNICKS,240,44,79,7,16,19,27,6,23,22,6,4,5,19
HOUSTON ROCKETS,240,34,78,2,15,23,35,13,27,15,10,9,22,22
ORLANDO MAGIC,240,44,87,3,16,17,21,10,32,25,16,8,15,25
LOS ANGELES CLIPPERS,240,34,73,7,18,18,28,5,30,24,3,10,14,21
PHILADELPHIA 76ERS,240,41,88,3,10,23,34,14,37,24,7,3,7,21
DENVER NUGGETS,240,32,83,6,18,14,17,13,27,19,8,5,20,24
SACRAMENTO KINGS,240,45,81,8,17,19,23,6,33,31,12,6,10,16
