team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,32,81,4,12,21,29,17,25,15,7,4,10,26
ATLANTA HAWKS,240,38,84,2,5,18,23,18,34,15,5,5,12,27
SACRAMENTO KINGS,240,44,83,9,17,13,17,5,37,32,12,5,21,26
CHARLOTTE HORNETS,240,37,86,7,18,18,25,10,32,26,10,6,19,16
DETROIT PISTONS,265,36,85,7,22,28,39,14,36,22,4,4,20,34
CLEVELAND CAVALIERS,265,40,88,5,14,31,41,10,36,27,13,5,15,32
GOLDEN STATE WARRIORS,240,38,93,1,7,26,33,25,31,18,10,4,19,27
DALLAS MAVERICKS,240,42,86,6,19,27,31,14,27,26,7,6,16,25
MINNESOTA TIMBERWOLVES,240,42,85,2,7,6,8,9,33,29,7,3,13,24
HOUSTON ROCKETS,240,29,73,7,20,19,28,9,28,16,3,1,16,17
PHOENIX SUNS,240,33,83,6,20,15,20,11,33,21,8,3,16,23
INDIANA PACERS,240,34,79,7,20,18,22,10,33,21,8,6,16,22
BOSTON CELTICS,240,34,85,2,11,19,25,14,22,19,7,2,13,24
MIAMI HEAT,240,43,78,9,13,20,29,14,33,27,9,7,13,22
LOS ANGELES CLIPPERS,240,35,85,4,12,8,10,5,31,18,6,10,12,27
SAN ANTONIO SPURS,240,38,81,3,11,26,37,12,42,20,9,5,11,13
