team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES CLIPPERS,240,37,80,6,17,8,11,10,37,15,3,8,19,21
BOSTON CELTICS,240,35,93,6,14,19,26,17,29,21,12,3,7,16
SEATTLE SUPERSONICS,240,35,70,11,20,22,23,6,35,28,7,1,18,18
DENVER NUGGETS,240,40,84,5,17,8,13,10,26,28,8,8,11,20
NEW YORK KNICKS,240,48,90,4,10,8,9,10,25,25,8,1,13,30
DETROIT PISTONS,240,36,72,8,15,34,39,9,28,16,8,3,17,22
WASHINGTON WIZARDS,240,40,91,3,10,19,27,22,33,23,9,2,19,24
INDIANA PACERS,240,43,87,9,18,22,28,12,26,31,11,9,14,24
LOS ANGELES LAKERS,240,39,81,6,13,19,25,10,32,22,11,5,18,23
MILWAUKEE BUCKS,240,31,78,4,16,28,28,9,28,23,10,1,17,24
CLEVELAND CAVALIERS,240,28,73,3,13,16,24,13,23,16,9,1,18,23
PORTLAND TRAIL BLAZERS,240,42,79,2,9,9,12,10,30,23,8,5,14,17
ORLANDO MAGIC,240,35,72,1,8,31,34,10,28,21,11,10,27,28
TORONTO RAPTORS,240,40,86,2,6,26,32,15,22,28,16,6,20,32
PHOENIX SUNS,240,35,90,5,21,20,27,19,22,24,12,5,11,30
VANCOUVER GRIZZLIES,240,25,70,2,9,40,45,14,36,16,6,6,17,19
