team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,29,68,2,11,19,27,8,29,16,12,1,18,28
CHICAGO BULLS,240,33,67,7,18,23,32,8,30,21,10,7,20,23
ATLANTA HAWKS,240,34,98,7,15,10,16,19,36,12,8,7,12,22
DALLAS MAVERICKS,240,32,77,7,15,24,27,9,41,20,3,10,12,18
CHARLOTTE HORNETS,240,33,83,5,12,21,29,17,34,21,5,10,19,22
DENVER NUGGETS,240,33,83,10,23,21,28,11,27,25,5,14,13,28
MINNESOTA TIMBERWOLVES,240,39,78,2,5,30,39,11,31,26,9,2,20,34
DETROIT PISTONS,240,35,78,7,15,28,43,8,31,15,9,5,15,27
UTAH JAZZ,240,37,85,7,12,22,26,13,32,21,11,4,9,36
HOUSTON ROCKETS,240,27,68,2,16,31,42,12,30,16,3,3,17,24
INDIANA PACERS,240,33,74,4,19,24,31,9,28,10,7,1,18,22
LOS ANGELES CLIPPERS,240,42,87,6,16,17,26,13,28,18,11,1,14,23
NEW JERSEY NETS,240,32,74,10,21,16,23,6,26,18,13,7,10,21
MIAMI HEAT,240,38,79,6,16,7,14,9,37,23,2,6,14,17
WASHINGTON WIZARDS,290,44,93,9,17,32,42,17,31,34,8,4,19,32
MILWAUKEE BUCKS,290,48,97,6,16,28,38,14,34,29,13,7,17,38
CLEVELAND CAVALIERS,240,30,73,6,11,23,28,9,30,21,13,2,20,23
NEW YORK KNICKS,240,34,75,4,10,14,20,6,27,17,10,6,19,24
PHOENIX SUNS,240,36,88,7,21,12,21,13,23,25,7,1,12,26
PORTLAND TRAIL BLAZERS,240,34,71,3,10,25,37,15,32,21,6,3,18,24
ORLANDO MAGIC,240,38,84,2,4,14,17,8,22,18,10,4,23,24
SAN ANTONIO SPURS,240,49,84,4,9,25,31,15,33,32,15,7,19,22
LOS ANGELES LAKERS,240,40,76,9,25,21,28,11,30,25,9,4,13,26
SEATTLE SUPERSONICS,240,36,86,7,20,21,29,24,24,17,8,3,15,20
