team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,34,79,4,12,25,31,12,24,15,5,3,9,21
ATLANTA HAWKS,240,41,81,6,11,17,19,12,30,23,4,3,13,27
SACRAMENTO KINGS,240,39,92,6,23,9,10,15,30,23,12,6,19,18
BOSTON CELTICS,240,41,86,5,14,14,19,16,35,25,13,1,21,20
CHARLOTTE HORNETS,240,30,73,2,9,21,32,7,39,14,14,2,17,27
LOS ANGELES LAKERS,240,27,80,8,19,25,34,15,37,17,9,6,19,26
VANCOUVER GRIZZLIES,240,35,78,10,16,21,21,15,36,27,9,4,22,21
NEW JERSEY NETS,240,34,80,11,27,12,16,10,22,24,8,12,18,25
NEW YORK KNICKS,240,40,79,4,10,10,16,6,33,21,8,9,16,19
ORLANDO MAGIC,240,35,99,3,12,13,21,25,33,20,10,5,18,18
SAN ANTONIO SPURS,240,37,88,3,8,25,32,20,36,19,13,6,15,21
PHOENIX SUNS,240,33,89,6,15,11,15,18,28,26,7,8,20,26
CHICAGO BULLS,240,41,69,7,15,21,27,9,25,27,8,5,18,23
WASHINGTON WIZARDS,240,40,75,6,13,17,27,11,15,25,8,7,15,29
