team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SEATTLE SUPERSONICS,240,35,93,0,8,16,23,14,28,19,12,6,16,23
BOSTON CELTICS,240,44,91,7,21,16,22,16,44,27,10,7,22,23
PHOENIX SUNS,240,38,85,4,10,21,22,14,30,25,7,2,15,24
DENVER NUGGETS,240,34,78,9,18,22,26,12,26,25,6,12,19,26
CLEVELAND CAVALIERS,240,37,84,4,12,25,36,16,27,18,10,5,19,24
GOLDEN STATE WARRIORS,240,41,87,9,16,24,29,17,32,31,13,3,15,28
MINNESOTA TIMBERWOLVES,240,37,86,2,4,19,22,10,29,23,8,1,11,16
LOS ANGELES CLIPPERS,240,39,82,3,14,8,13,12,32,16,4,3,19,22
ATLANTA HAWKS,240,28,92,1,10,22,30,18,30,11,5,3,7,21
MIAMI HEAT,240,42,83,2,11,15,26,11,39,30,3,9,7,20
INDIANA PACERS,240,40,87,9,23,24,27,17,18,30,6,5,11,23
WASHINGTON WIZARDS,240,51,85,0,2,21,24,10,25,23,6,5,10,24
