team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DALLAS MAVERICKS,240,38,78,5,13,28,33,14,28,27,10,9,13,26
GOLDEN STATE WARRIORS,240,38,86,5,15,21,29,19,27,24,8,2,15,25
MIAMI HEAT,240,45,81,11,15,15,16,8,28,38,6,3,12,18
MINNESOTA TIMBERWOLVES,240,43,81,6,9,14,16,6,19,30,4,6,10,18
CHICAGO BULLS,240,31,70,6,16,20,37,16,20,16,11,2,16,24
NEW YORK KNICKS,240,33,70,4,11,25,27,12,25,19,9,5,17,32
HOUSTON ROCKETS,240,35,86,4,16,19,26,19,34,19,10,4,28,23
SACRAMENTO KINGS,240,42,88,7,18,19,22,10,31,24,20,6,16,21
PHOENIX SUNS,240,37,87,7,19,7,12,13,25,23,3,2,11,21
SEATTLE SUPERSONICS,240,37,77,8,20,19,24,12,31,24,4,4,10,17
TORONTO RAPTORS,240,32,83,1,8,24,32,14,22,19,8,6,12,30
WASHINGTON WIZARDS,240,42,79,1,10,32,36,9,39,24,6,3,15,25
