team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,35,79,5,10,14,19,13,24,21,16,5,16,21
CHICAGO BULLS,240,34,88,3,22,12,14,18,28,24,9,3,22,21
MIAMI HEAT,240,37,82,6,12,12,20,9,36,26,7,8,14,26
DENVER NUGGETS,240,33,79,4,17,17,25,6,35,22,9,10,14,21
WASHINGTON WIZARDS,240,41,76,3,5,13,20,10,32,18,7,3,26,27
DETROIT PISTONS,240,38,78,5,9,24,32,7,27,20,17,5,14,17
LOS ANGELES LAKERS,240,43,94,4,15,12,16,16,26,22,8,8,10,21
INDIANA PACERS,240,40,84,9,20,22,23,14,34,24,7,4,13,21
ORLANDO MAGIC,240,35,82,2,6,28,33,20,28,23,3,11,19,20
PHILADELPHIA 76ERS,240,38,90,4,7,22,27,17,24,21,12,6,11,27
PORTLAND TRAIL BLAZERS,240,35,74,6,17,29,36,8,28,23,13,4,10,23
PHOENIX SUNS,240,32,76,1,9,18,30,15,22,17,4,6,18,30
SAN ANTONIO SPURS,240,33,68,2,8,17,22,10,35,23,6,8,19,24
SEATTLE SUPERSONICS,240,34,80,8,20,15,26,13,25,24,11,3,9,22
MILWAUKEE BUCKS,240,44,83,5,11,17,21,10,26,20,5,9,14,26
TORONTO RAPTORS,240,39,84,8,16,29,32,11,27,31,9,9,9,20
CLEVELAND CAVALIERS,240,34,81,0,7,14,18,13,32,19,10,5,20,22
VANCOUVER GRIZZLIES,240,31,76,2,10,16,19,8,30,16,10,7,19,21
