team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,36,83,10,27,29,41,14,28,32,13,4,18,25
CLEVELAND CAVALIERS,240,43,83,5,12,16,24,11,31,34,7,4,22,32
DALLAS MAVERICKS,240,38,84,4,9,16,18,9,30,22,3,4,11,23
DENVER NUGGETS,240,40,88,7,19,11,19,15,33,29,3,6,13,21
SEATTLE SUPERSONICS,240,43,92,4,21,13,19,14,34,26,11,0,10,18
HOUSTON ROCKETS,240,34,82,10,26,18,25,13,35,22,6,3,19,15
NEW JERSEY NETS,240,42,81,7,23,20,25,8,22,19,16,3,12,22
INDIANA PACERS,240,45,80,5,10,21,26,14,27,29,7,2,21,21
LOS ANGELES LAKERS,240,50,104,3,7,19,27,19,40,23,8,6,8,19
LOS ANGELES CLIPPERS,240,41,101,4,16,12,17,18,34,15,5,7,12,20
VANCOUVER GRIZZLIES,240,29,74,5,10,28,37,19,29,14,7,2,17,25
MIAMI HEAT,240,37,80,4,13,9,15,10,29,24,8,6,14,33
ATLANTA HAWKS,240,46,81,6,12,15,18,11,24,23,6,3,15,22
MILWAUKEE BUCKS,240,49,88,5,14,13,15,11,23,33,9,1,9,20
SAN ANTONIO SPURS,240,34,84,2,10,18,24,13,29,23,7,5,11,19
MINNESOTA TIMBERWOLVES,240,38,84,3,6,12,18,16,29,30,6,11,13,20
BOSTON CELTICS,240,32,81,2,15,22,31,12,24,11,12,3,12,26
NEW YORK KNICKS,240,33,60,5,10,25,30,3,33,15,7,4,17,26
CHARLOTTE HORNETS,240,26,81,6,14,22,32,18,29,14,11,5,15,15
PHOENIX SUNS,240,34,80,9,24,9,13,17,39,24,8,7,23,24
PORTLAND TRAIL BLAZERS,240,42,77,8,11,22,28,7,37,24,6,4,17,20
TORONTO RAPTORS,240,35,85,3,13,17,24,9,25,19,5,9,11,22
