team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,41,83,1,3,18,24,12,25,24,8,2,9,24
ATLANTA HAWKS,240,35,77,9,18,19,24,11,29,17,5,8,16,24
HOUSTON ROCKETS,240,38,76,7,17,10,21,15,26,25,7,2,14,22
CHICAGO BULLS,240,33,76,4,11,20,27,15,23,21,6,5,10,20
PORTLAND TRAIL BLAZERS,240,34,78,6,17,31,40,14,28,20,6,7,10,22
DALLAS MAVERICKS,240,42,90,10,20,19,22,16,29,27,5,8,9,27
SACRAMENTO KINGS,240,37,75,4,17,36,43,12,37,23,10,5,16,13
GOLDEN STATE WARRIORS,240,41,98,6,19,11,15,18,28,27,9,2,15,30
TORONTO RAPTORS,240,33,99,7,16,24,33,26,27,20,11,1,11,27
MILWAUKEE BUCKS,240,37,66,8,14,36,44,5,35,23,6,7,19,33
LOS ANGELES LAKERS,240,40,82,11,22,13,24,12,40,31,2,10,11,22
MINNESOTA TIMBERWOLVES,240,33,85,6,12,19,26,8,30,27,6,7,6,18
BOSTON CELTICS,240,41,85,2,15,15,21,12,30,25,10,2,15,33
NEW JERSEY NETS,240,29,76,3,18,35,45,15,34,15,7,4,18,21
CHARLOTTE HORNETS,240,23,69,4,20,29,39,10,34,15,8,5,17,17
NEW YORK KNICKS,240,36,79,9,14,10,12,9,34,20,10,3,17,33
INDIANA PACERS,240,37,82,9,24,13,19,13,32,20,3,6,13,26
ORLANDO MAGIC,240,37,91,1,7,14,21,19,31,11,7,2,13,24
LOS ANGELES CLIPPERS,240,31,81,3,11,10,13,6,30,18,4,8,15,18
UTAH JAZZ,240,46,91,5,9,15,19,12,44,30,11,5,11,18
DETROIT PISTONS,240,40,80,3,14,29,37,9,23,20,12,2,15,25
WASHINGTON WIZARDS,240,39,74,2,8,27,35,9,32,17,8,7,24,26
