team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,31,78,6,15,11,15,7,24,18,11,6,19,27
CHARLOTTE HORNETS,240,38,80,4,11,20,24,11,40,29,10,9,22,15
TORONTO RAPTORS,240,41,70,6,11,18,25,7,25,37,13,3,18,19
CHICAGO BULLS,240,36,79,4,14,13,17,15,23,28,8,1,23,25
DENVER NUGGETS,240,38,90,6,21,14,24,18,33,20,8,2,19,26
DALLAS MAVERICKS,240,41,84,6,17,19,25,10,34,20,9,6,14,20
PHILADELPHIA 76ERS,240,34,75,2,8,18,30,8,39,24,9,4,17,27
DETROIT PISTONS,240,30,79,6,16,24,29,8,36,17,9,4,14,22
MIAMI HEAT,240,33,85,3,13,15,19,17,35,23,2,3,11,23
INDIANA PACERS,240,32,78,7,18,23,27,10,25,22,6,4,5,21
NEW JERSEY NETS,240,36,88,9,19,12,15,13,23,17,4,2,14,23
LOS ANGELES CLIPPERS,240,40,79,3,4,15,19,9,35,19,9,7,21,18
UTAH JAZZ,240,36,83,2,7,20,25,10,29,20,2,4,12,19
MINNESOTA TIMBERWOLVES,240,38,85,4,5,16,22,15,28,28,8,7,10,26
ATLANTA HAWKS,240,29,80,2,17,27,36,10,32,20,3,4,12,27
ORLANDO MAGIC,240,37,80,2,11,27,36,10,40,18,6,6,12,27
SAN ANTONIO SPURS,240,27,75,0,9,13,22,12,27,18,8,3,17,20
PORTLAND TRAIL BLAZERS,240,30,66,3,7,18,24,9,36,20,10,1,18,24
MILWAUKEE BUCKS,240,38,84,4,19,21,25,13,37,25,5,4,14,28
SEATTLE SUPERSONICS,240,30,75,13,32,26,37,10,30,23,10,3,14,23
CLEVELAND CAVALIERS,240,35,84,5,14,23,28,11,28,25,10,4,14,25
WASHINGTON WIZARDS,240,40,82,2,7,21,25,8,35,21,8,5,15,26
