team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,39,87,2,6,20,29,13,27,17,8,6,13,33
CHARLOTTE HORNETS,240,33,72,5,14,38,46,9,33,27,8,12,13,21
DENVER NUGGETS,240,48,97,1,9,18,20,15,25,27,4,3,8,21
HOUSTON ROCKETS,240,45,95,10,22,22,28,18,30,27,5,4,9,20
SEATTLE SUPERSONICS,240,38,81,6,22,22,27,10,31,23,9,7,7,21
MILWAUKEE BUCKS,240,40,86,3,14,13,18,13,31,24,6,6,11,25
DETROIT PISTONS,240,39,72,4,8,38,42,7,27,21,6,2,10,22
NEW JERSEY NETS,240,46,90,9,23,21,24,12,26,24,5,3,10,31
ORLANDO MAGIC,240,41,88,1,7,20,26,13,28,18,14,5,19,24
SACRAMENTO KINGS,240,43,95,11,32,14,19,20,31,27,10,4,23,22
UTAH JAZZ,240,35,65,2,5,22,31,7,31,28,9,4,18,20
VANCOUVER GRIZZLIES,240,40,89,2,10,7,8,13,30,21,10,2,14,24
