team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,240,43,101,6,24,16,22,18,33,21,11,6,17,27
GOLDEN STATE WARRIORS,240,37,81,6,15,20,29,11,36,21,10,7,18,24
BOSTON CELTICS,240,31,83,4,17,19,26,13,31,17,5,1,12,17
MINNESOTA TIMBERWOLVES,240,42,81,4,9,15,19,7,37,33,6,9,13,24
LOS ANGELES CLIPPERS,240,44,82,7,15,10,15,7,22,21,4,6,11,18
NEW JERSEY NETS,240,42,87,3,12,23,28,18,30,25,7,1,10,20
SAN ANTONIO SPURS,240,34,79,3,7,32,41,9,39,19,13,10,17,22
SACRAMENTO KINGS,240,39,101,7,22,22,30,23,36,12,8,6,14,24
MIAMI HEAT,240,28,70,6,15,21,28,8,32,18,8,8,18,32
UTAH JAZZ,240,32,74,2,11,27,38,10,32,25,9,6,12,22
