team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SEATTLE SUPERSONICS,240,37,80,9,22,16,21,13,28,18,8,1,13,23
GOLDEN STATE WARRIORS,240,43,84,5,22,14,21,14,32,20,5,4,11,19
BOSTON CELTICS,240,29,80,5,24,9,13,12,30,16,5,6,13,20
INDIANA PACERS,240,38,80,8,19,18,23,12,36,27,7,1,7,13
DENVER NUGGETS,240,31,76,4,12,12,22,10,31,22,7,5,16,24
LOS ANGELES CLIPPERS,240,34,85,5,16,18,20,12,32,13,10,6,11,20
CLEVELAND CAVALIERS,240,43,89,2,12,13,22,17,25,28,8,3,23,21
MEMPHIS GRIZZLIES,240,52,85,8,15,16,22,5,31,34,10,6,12,20
MILWAUKEE BUCKS,240,39,82,6,21,20,26,9,28,26,16,5,9,21
NEW JERSEY NETS,240,30,76,3,7,22,27,17,34,17,7,6,27,24
NEW YORK KNICKS,240,38,81,5,12,15,17,10,23,23,7,2,14,22
NEW ORLEANS HORNETS,240,38,85,4,10,21,26,18,27,24,7,6,12,18
MIAMI HEAT,240,34,86,3,9,22,28,18,27,17,9,8,15,21
ORLANDO MAGIC,240,38,78,12,30,21,26,11,31,25,10,4,13,27
UTAH JAZZ,240,33,69,4,6,29,33,9,32,29,9,8,19,20
PHOENIX SUNS,240,34,82,5,16,13,21,12,26,22,10,6,12,25
HOUSTON ROCKETS,240,35,72,4,11,9,15,6,22,18,10,4,16,17
PORTLAND TRAIL BLAZERS,240,39,74,6,13,10,13,10,27,25,9,5,15,19
ATLANTA HAWKS,240,31,78,4,13,20,25,9,29,15,8,1,10,20
TORONTO RAPTORS,240,35,79,5,15,12,20,11,35,20,7,3,15,19
