team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,30,67,3,20,18,27,8,34,15,7,4,13,22
DETROIT PISTONS,240,26,76,5,19,14,20,10,31,18,5,0,14,23
LOS ANGELES LAKERS,240,36,70,6,13,20,32,11,35,23,6,8,19,19
MILWAUKEE BUCKS,240,39,81,10,23,6,9,6,24,26,8,3,15,25
NEW ORLEANS HORNETS,240,34,79,4,11,14,22,14,28,18,7,9,17,24
ORLANDO MAGIC,240,37,91,5,14,17,21,18,30,16,7,5,15,20
GOLDEN STATE WARRIORS,240,37,77,6,15,14,17,8,32,23,5,6,17,15
SEATTLE SUPERSONICS,240,38,91,4,20,8,11,16,29,21,10,6,10,19
MIAMI HEAT,240,33,80,4,14,12,16,13,31,21,6,4,14,25
WASHINGTON WIZARDS,240,31,73,2,9,25,33,10,31,14,11,9,8,16
