team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES CLIPPERS,240,28,82,5,16,11,14,13,26,12,11,4,11,17
BOSTON CELTICS,240,31,72,10,32,11,16,9,39,22,5,4,15,14
MINNESOTA TIMBERWOLVES,240,38,75,5,10,15,22,8,35,22,3,6,15,28
LOS ANGELES LAKERS,240,43,94,3,8,17,26,16,29,23,9,5,5,21
DALLAS MAVERICKS,240,34,87,7,17,16,18,18,31,17,8,3,10,19
MIAMI HEAT,240,34,76,3,7,18,22,9,28,13,7,7,14,23
CLEVELAND CAVALIERS,240,31,80,4,14,10,14,12,33,16,6,12,23,23
NEW ORLEANS HORNETS,240,39,94,3,14,21,26,19,32,30,12,7,13,14
NEW YORK KNICKS,240,39,74,7,16,26,30,10,29,16,8,3,17,21
ORLANDO MAGIC,240,40,85,5,18,17,24,13,22,20,9,1,11,27
PHILADELPHIA 76ERS,240,41,79,5,11,21,27,11,26,19,9,2,9,21
SEATTLE SUPERSONICS,240,34,72,13,23,18,23,4,25,24,6,6,14,24
SACRAMENTO KINGS,265,44,83,5,15,15,20,7,34,30,12,5,16,25
UTAH JAZZ,265,42,97,4,12,17,27,20,31,28,11,6,15,23
MILWAUKEE BUCKS,240,35,81,3,15,12,17,7,34,20,8,3,13,21
WASHINGTON WIZARDS,240,29,71,3,8,21,27,7,34,23,8,5,16,17
