team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,35,81,3,12,22,25,7,19,31,6,7,11,17
CLEVELAND CAVALIERS,240,50,83,7,11,15,22,13,36,34,8,7,15,22
SEATTLE SUPERSONICS,240,35,76,5,19,17,20,10,30,20,10,4,13,17
DENVER NUGGETS,240,34,78,2,17,14,22,13,30,25,10,8,12,20
PHOENIX SUNS,240,26,78,1,10,22,31,17,27,11,6,5,14,26
HOUSTON ROCKETS,240,32,71,6,14,15,19,7,29,23,5,7,13,23
TORONTO RAPTORS,240,41,75,5,11,23,26,7,26,20,10,1,16,25
LOS ANGELES CLIPPERS,240,41,81,8,16,21,28,13,27,20,8,2,15,26
ATLANTA HAWKS,240,35,91,0,10,22,29,13,20,16,10,4,9,16
MEMPHIS GRIZZLIES,240,50,89,9,18,15,15,13,43,36,6,6,15,24
PORTLAND TRAIL BLAZERS,240,39,80,3,14,14,20,15,20,26,5,4,14,19
MINNESOTA TIMBERWOLVES,240,43,85,10,17,15,17,15,26,27,7,4,10,14
PHILADELPHIA 76ERS,240,30,72,6,12,26,28,8,24,16,16,6,17,20
NEW JERSEY NETS,240,33,79,2,13,19,21,16,29,23,8,5,22,26
MILWAUKEE BUCKS,240,42,87,7,21,20,23,10,25,20,2,0,7,28
NEW YORK KNICKS,240,33,75,14,34,40,44,11,28,23,4,3,7,23
DALLAS MAVERICKS,265,47,99,10,25,25,33,12,43,26,6,5,11,22
SACRAMENTO KINGS,265,46,102,11,23,20,25,10,39,31,7,3,13,21
CHICAGO BULLS,240,36,83,8,20,17,25,15,27,19,10,3,22,27
SAN ANTONIO SPURS,240,37,74,8,25,26,34,9,30,26,17,7,19,18
