team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,42,84,8,18,10,14,11,33,30,11,2,16,17
CLEVELAND CAVALIERS,240,33,90,3,9,7,10,18,30,20,10,7,21,16
PHILADELPHIA 76ERS,240,31,72,2,7,36,46,11,28,21,6,7,11,24
DENVER NUGGETS,240,33,77,5,12,23,31,13,29,21,2,11,17,32
SAN ANTONIO SPURS,240,36,76,4,11,21,27,11,27,24,9,4,11,13
HOUSTON ROCKETS,240,35,77,4,16,14,16,10,28,14,5,6,14,26
WASHINGTON WIZARDS,240,28,76,4,13,23,25,12,27,15,6,3,10,21
MIAMI HEAT,240,33,80,5,15,22,26,13,31,21,7,6,9,23
ATLANTA HAWKS,240,31,73,7,14,24,29,11,31,20,0,5,14,14
MILWAUKEE BUCKS,240,50,97,12,23,8,12,15,31,33,9,5,4,24
NEW YORK KNICKS,240,31,85,8,23,20,24,8,31,22,4,4,11,21
MINNESOTA TIMBERWOLVES,240,38,80,3,7,20,23,5,42,27,5,2,11,22
UTAH JAZZ,240,38,76,2,4,13,18,8,23,24,19,9,19,20
NEW JERSEY NETS,240,31,77,3,12,25,29,15,29,25,12,12,23,14
DETROIT PISTONS,240,32,74,8,20,14,17,12,21,21,3,4,12,21
PORTLAND TRAIL BLAZERS,240,40,69,4,9,19,25,7,29,19,8,3,9,15
BOSTON CELTICS,240,35,81,5,20,17,21,11,21,14,12,4,13,18
TORONTO RAPTORS,240,38,73,8,16,20,26,13,34,23,6,8,20,21
