team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,43,86,9,21,12,18,10,32,24,4,5,10,22
ATLANTA HAWKS,240,39,82,1,10,19,27,12,32,22,7,2,10,19
LOS ANGELES CLIPPERS,240,40,86,4,13,19,21,13,22,28,9,7,8,22
CHICAGO BULLS,240,38,78,6,17,15,21,12,28,29,4,4,13,20
MEMPHIS GRIZZLIES,240,47,82,3,13,18,31,10,30,33,15,9,18,21
CLEVELAND CAVALIERS,240,33,70,7,17,16,24,8,23,17,10,4,26,26
UTAH JAZZ,240,31,72,1,2,14,21,8,30,20,8,2,19,20
DALLAS MAVERICKS,240,39,82,7,17,16,21,13,30,18,11,9,13,19
NEW JERSEY NETS,240,27,75,0,9,17,24,12,31,16,5,2,15,17
HOUSTON ROCKETS,240,33,82,6,14,11,15,14,33,15,8,7,11,21
DENVER NUGGETS,240,38,76,3,9,19,25,10,24,17,14,4,14,23
MIAMI HEAT,240,35,76,5,19,17,23,12,29,20,8,3,20,24
GOLDEN STATE WARRIORS,265,47,89,8,17,31,38,12,40,26,4,3,21,25
MILWAUKEE BUCKS,265,56,116,10,21,16,22,20,26,36,11,5,9,24
INDIANA PACERS,240,33,80,3,11,11,16,7,21,25,11,2,10,21
PORTLAND TRAIL BLAZERS,240,34,68,3,13,23,29,11,32,22,8,6,16,18
