team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,240,41,83,9,19,26,32,15,32,20,11,9,21,25
GOLDEN STATE WARRIORS,240,40,90,4,14,23,30,14,28,15,12,7,15,23
MEMPHIS GRIZZLIES,240,34,74,10,22,14,21,6,37,30,7,3,19,27
INDIANA PACERS,240,38,87,3,12,22,25,12,32,32,8,6,11,20
BOSTON CELTICS,240,32,74,9,28,23,29,6,25,17,6,0,13,25
LOS ANGELES LAKERS,240,41,78,5,16,17,29,13,36,32,6,5,14,25
TORONTO RAPTORS,240,42,82,3,10,11,20,11,27,17,7,3,18,16
MIAMI HEAT,240,43,80,6,13,15,21,5,31,26,8,3,13,22
MILWAUKEE BUCKS,240,35,80,6,13,22,26,12,18,22,10,3,16,22
NEW ORLEANS HORNETS,240,44,84,5,12,20,27,16,29,32,10,5,16,23
DETROIT PISTONS,240,33,76,3,16,24,28,13,30,19,9,3,18,19
NEW YORK KNICKS,240,37,75,7,14,16,20,7,29,22,11,0,16,25
CLEVELAND CAVALIERS,240,32,70,3,10,18,28,7,32,23,4,7,23,20
ORLANDO MAGIC,240,40,92,6,22,23,28,14,30,22,20,1,11,22
ATLANTA HAWKS,240,38,70,5,9,33,37,5,34,22,10,3,15,21
PHILADELPHIA 76ERS,240,40,85,4,11,21,31,13,29,26,11,3,15,25
WASHINGTON WIZARDS,240,32,79,3,13,16,23,10,22,20,11,4,14,12
PHOENIX SUNS,240,46,84,8,14,9,12,14,32,27,12,8,17,19
MINNESOTA TIMBERWOLVES,265,42,88,3,14,14,20,15,34,26,13,7,15,23
SAN ANTONIO SPURS,265,35,85,7,30,17,22,12,29,17,9,7,16,18
DENVER NUGGETS,265,41,77,4,8,13,23,11,33,27,7,5,16,23
SEATTLE SUPERSONICS,265,37,79,12,23,15,19,7,22,21,8,2,12,24
