team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MEMPHIS GRIZZLIES,240,27,70,2,14,31,39,9,33,19,7,6,17,15
DALLAS MAVERICKS,240,45,91,8,18,16,19,13,36,31,10,2,10,25
DETROIT PISTONS,240,31,81,4,14,24,26,16,31,18,3,7,9,24
GOLDEN STATE WARRIORS,240,33,83,3,12,23,32,19,30,15,6,8,8,24
SEATTLE SUPERSONICS,240,40,73,8,20,21,27,9,25,22,4,4,12,26
LOS ANGELES CLIPPERS,240,36,77,2,13,27,29,11,23,21,7,3,9,23
NEW ORLEANS HORNETS,240,40,92,5,11,12,14,18,38,23,4,6,15,19
PHOENIX SUNS,240,35,82,5,12,17,21,6,27,22,10,11,11,14
SACRAMENTO KINGS,240,39,92,8,19,14,17,19,24,22,12,6,21,23
SAN ANTONIO SPURS,240,39,81,5,14,25,32,17,30,17,16,7,18,21
CHICAGO BULLS,240,38,85,5,16,12,15,12,28,16,11,2,16,27
WASHINGTON WIZARDS,240,32,70,5,12,32,42,9,32,19,9,5,13,18
