team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,37,77,9,22,12,16,7,30,28,8,5,20,32
BOSTON CELTICS,240,31,69,10,25,32,47,10,26,24,10,3,13,18
PHOENIX SUNS,240,37,70,1,6,19,21,8,30,20,8,8,15,19
DETROIT PISTONS,240,34,79,8,26,15,23,12,24,20,8,6,12,14
CHICAGO BULLS,240,36,88,4,18,13,18,8,19,22,7,3,16,25
INDIANA PACERS,240,52,84,7,15,29,38,15,44,34,10,7,14,16
WASHINGTON WIZARDS,240,39,87,3,9,13,17,10,24,21,5,5,9,23
LOS ANGELES LAKERS,240,35,81,12,19,26,33,13,32,20,7,3,12,22
MINNESOTA TIMBERWOLVES,240,35,83,2,14,12,16,12,18,22,12,6,15,16
MIAMI HEAT,240,46,74,5,10,14,20,7,30,30,11,9,18,22
NEW JERSEY NETS,240,50,81,6,16,16,17,9,29,33,9,2,15,17
NEW YORK KNICKS,240,39,77,8,20,15,16,7,19,21,9,3,14,19
GOLDEN STATE WARRIORS,240,39,84,3,17,21,24,9,34,25,7,4,14,17
PHILADELPHIA 76ERS,240,39,92,2,12,18,24,17,33,27,12,3,13,18
DALLAS MAVERICKS,240,38,84,5,16,14,16,6,21,19,9,2,9,20
PORTLAND TRAIL BLAZERS,240,44,81,7,15,17,25,13,35,29,5,1,15,18
MEMPHIS GRIZZLIES,240,25,78,3,16,18,25,7,35,19,10,9,14,10
SEATTLE SUPERSONICS,240,40,98,10,23,5,8,20,39,21,10,7,14,20
NEW ORLEANS HORNETS,240,41,87,8,15,11,19,23,29,23,5,6,16,21
TORONTO RAPTORS,240,35,87,4,9,18,22,17,21,20,10,4,11,20
MILWAUKEE BUCKS,240,34,83,10,20,12,16,13,23,18,7,1,10,26
UTAH JAZZ,240,39,75,5,11,20,33,14,33,32,4,6,11,19
