team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,240,36,84,7,20,13,16,14,32,23,7,2,10,13
ATLANTA HAWKS,240,38,81,11,18,10,17,10,33,26,7,5,11,17
CHICAGO BULLS,265,41,85,4,12,16,23,10,34,18,5,5,17,37
DETROIT PISTONS,265,32,75,8,28,39,47,9,31,22,10,3,13,19
LOS ANGELES CLIPPERS,240,33,75,5,17,21,31,11,28,23,4,6,16,22
MILWAUKEE BUCKS,240,44,83,4,13,20,22,10,31,24,7,6,13,22
CLEVELAND CAVALIERS,240,32,83,3,7,14,17,16,25,22,11,4,20,23
NEW ORLEANS HORNETS,240,41,82,4,13,14,19,14,36,31,12,8,18,19
TORONTO RAPTORS,240,28,76,5,17,21,33,14,33,17,8,5,20,23
ORLANDO MAGIC,240,33,72,6,16,16,25,4,32,20,14,6,10,22
DALLAS MAVERICKS,240,32,80,7,19,18,23,12,29,19,6,6,19,19
PHOENIX SUNS,240,45,88,7,15,15,22,10,34,30,15,9,11,20
PORTLAND TRAIL BLAZERS,240,31,81,6,15,11,14,15,27,13,13,11,14,21
SAN ANTONIO SPURS,240,35,75,5,15,9,15,14,31,17,5,7,18,14
MINNESOTA TIMBERWOLVES,240,40,82,2,6,10,12,13,26,21,6,7,18,21
SEATTLE SUPERSONICS,240,35,76,7,20,23,27,11,25,21,12,5,15,23
HOUSTON ROCKETS,240,28,89,6,23,11,22,23,26,16,5,4,8,19
UTAH JAZZ,240,35,76,2,7,22,32,16,35,25,5,5,9,21
BOSTON CELTICS,240,29,74,9,25,20,26,10,30,16,8,0,9,20
WASHINGTON WIZARDS,240,30,71,4,13,19,21,9,34,18,7,3,10,20
