team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,27,76,4,17,4,5,11,33,20,5,2,22,16
BOSTON CELTICS,240,36,82,10,30,8,14,10,34,26,12,4,8,13
INDIANA PACERS,240,38,89,11,25,16,26,15,33,27,11,8,12,18
CLEVELAND CAVALIERS,240,34,76,1,4,13,16,5,31,26,7,5,17,24
NEW YORK KNICKS,240,27,65,3,11,26,31,6,32,18,7,7,12,16
DENVER NUGGETS,240,34,81,0,7,7,13,16,27,28,8,8,14,27
TORONTO RAPTORS,240,36,81,6,10,11,14,15,35,20,6,5,19,15
DETROIT PISTONS,240,32,77,5,16,9,12,6,25,15,11,6,11,16
SAN ANTONIO SPURS,240,37,73,4,9,27,31,12,37,17,6,3,20,23
MEMPHIS GRIZZLIES,240,34,80,3,14,16,25,11,24,22,10,7,14,26
HOUSTON ROCKETS,240,35,68,8,16,21,26,5,31,17,3,2,21,23
MILWAUKEE BUCKS,240,37,88,8,18,24,30,16,26,26,10,3,10,23
SEATTLE SUPERSONICS,240,31,75,8,20,16,22,11,32,20,5,3,14,16
MINNESOTA TIMBERWOLVES,240,40,78,5,14,6,9,5,25,23,5,5,8,16
NEW JERSEY NETS,240,33,79,6,15,25,31,12,21,26,9,5,9,23
NEW ORLEANS HORNETS,240,40,78,6,15,20,27,14,33,27,8,6,13,24
CHICAGO BULLS,240,38,74,7,10,18,24,11,26,25,12,6,21,35
PHILADELPHIA 76ERS,240,38,70,1,4,31,42,9,24,24,14,4,15,19
SACRAMENTO KINGS,240,42,87,4,12,17,19,12,33,27,10,2,12,25
WASHINGTON WIZARDS,240,37,82,2,6,23,31,9,30,24,5,3,12,18
