team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,265,41,87,3,5,14,16,13,35,27,10,0,13,19
BOSTON CELTICS,265,33,82,12,30,20,24,7,29,25,9,6,11,17
SAN ANTONIO SPURS,240,38,81,2,7,11,19,11,32,13,6,5,9,19
DETROIT PISTONS,240,30,77,5,17,18,21,13,27,19,3,10,9,17
DENVER NUGGETS,240,42,102,1,8,14,19,22,24,19,11,7,14,30
GOLDEN STATE WARRIORS,240,37,76,3,9,29,40,14,37,25,9,8,21,19
ORLANDO MAGIC,240,35,76,6,19,17,23,9,19,18,9,3,24,27
HOUSTON ROCKETS,240,40,79,9,21,25,32,15,31,25,14,5,21,20
MIAMI HEAT,240,27,84,4,18,11,13,10,37,17,5,3,16,19
INDIANA PACERS,240,34,83,4,13,18,21,11,45,24,8,10,10,15
PHOENIX SUNS,265,47,107,1,8,18,25,22,31,25,15,4,15,24
LOS ANGELES LAKERS,265,45,85,7,20,18,26,10,33,29,10,10,20,23
SACRAMENTO KINGS,240,37,85,4,13,19,21,11,41,28,10,6,16,26
PHILADELPHIA 76ERS,240,29,87,1,1,22,33,17,32,16,14,4,14,18
MINNESOTA TIMBERWOLVES,240,41,84,4,9,11,11,12,32,28,7,2,7,21
PORTLAND TRAIL BLAZERS,240,28,70,6,17,16,23,9,22,16,6,3,9,14
UTAH JAZZ,240,34,73,2,7,10,17,9,29,28,7,10,14,20
SEATTLE SUPERSONICS,240,31,80,7,19,13,16,16,24,17,10,5,15,17
NEW JERSEY NETS,240,37,77,2,9,20,24,10,29,28,4,4,9,17
TORONTO RAPTORS,240,34,82,5,14,14,16,12,27,15,5,4,10,20
