team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES LAKERS,240,43,86,3,12,15,22,8,22,20,7,4,5,20
CLEVELAND CAVALIERS,240,36,78,4,7,21,28,15,36,27,0,3,16,23
BOSTON CELTICS,240,36,85,6,23,14,20,7,37,18,8,2,16,23
DALLAS MAVERICKS,240,35,85,10,25,18,21,13,41,20,8,6,19,21
MINNESOTA TIMBERWOLVES,240,33,81,4,14,13,18,14,35,21,3,5,16,16
HOUSTON ROCKETS,240,40,84,3,16,6,17,11,29,18,10,11,6,14
PHOENIX SUNS,240,32,74,3,8,11,14,14,26,19,19,5,20,16
MEMPHIS GRIZZLIES,240,30,69,4,11,8,16,12,27,20,10,6,22,16
LOS ANGELES CLIPPERS,240,41,84,4,15,16,27,16,25,23,5,4,17,15
ORLANDO MAGIC,240,47,97,10,26,15,19,21,30,22,11,3,14,23
ATLANTA HAWKS,240,28,78,4,16,19,27,9,28,23,6,3,11,20
PORTLAND TRAIL BLAZERS,240,38,82,3,16,15,22,14,40,28,5,4,14,20
SACRAMENTO KINGS,240,36,88,3,16,17,22,9,27,21,11,7,12,16
SAN ANTONIO SPURS,240,47,91,12,16,9,12,14,36,27,4,5,15,19
NEW JERSEY NETS,240,36,79,7,15,14,16,12,30,20,6,7,16,18
WASHINGTON WIZARDS,240,33,79,4,10,12,13,12,29,16,9,2,15,18
