team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SEATTLE SUPERSONICS,240,41,81,4,18,12,15,8,30,26,11,6,14,17
ATLANTA HAWKS,240,34,81,3,14,10,15,11,29,22,7,4,19,18
MILWAUKEE BUCKS,240,37,76,7,23,14,17,8,34,18,9,7,13,16
BOSTON CELTICS,240,37,89,8,24,10,12,15,28,21,6,7,14,19
NEW JERSEY NETS,240,34,75,4,10,13,24,9,27,20,7,4,20,18
CHARLOTTE HORNETS,240,42,81,3,9,17,24,10,35,20,9,6,16,23
CHICAGO BULLS,240,36,80,3,11,14,14,11,32,17,9,3,16,19
DETROIT PISTONS,240,39,81,8,19,15,21,10,29,32,10,6,9,17
DENVER NUGGETS,240,34,95,5,24,20,30,22,18,20,15,7,16,34
GOLDEN STATE WARRIORS,240,32,71,3,11,43,52,17,44,22,10,9,29,27
LOS ANGELES LAKERS,240,38,83,10,20,15,21,9,29,29,5,5,9,21
MINNESOTA TIMBERWOLVES,240,42,88,11,22,17,20,13,30,27,5,4,9,24
MIAMI HEAT,240,28,83,5,16,11,16,18,29,18,5,2,11,31
PHILADELPHIA 76ERS,240,27,69,1,8,27,46,17,34,9,7,3,9,16
ORLANDO MAGIC,240,34,68,4,11,18,20,5,31,19,5,1,14,19
TORONTO RAPTORS,240,35,91,3,12,12,14,18,25,22,8,6,9,18
PORTLAND TRAIL BLAZERS,240,37,91,7,18,24,27,20,29,20,12,5,9,19
WASHINGTON WIZARDS,240,41,84,6,15,13,16,8,29,31,6,7,14,23
