team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES CLIPPERS,240,37,82,6,19,14,20,15,31,20,9,3,12,15
ATLANTA HAWKS,240,37,75,9,14,18,26,8,29,19,4,1,14,21
DETROIT PISTONS,240,34,77,5,14,42,51,11,26,25,8,2,12,21
CLEVELAND CAVALIERS,240,40,82,4,8,23,30,13,30,22,7,4,17,35
PHILADELPHIA 76ERS,240,30,80,4,10,22,26,16,29,16,12,2,12,17
MILWAUKEE BUCKS,240,34,82,6,20,7,10,18,32,22,7,9,21,27
TORONTO RAPTORS,240,35,86,2,13,19,23,16,23,15,13,2,13,24
NEW JERSEY NETS,240,34,73,2,11,28,30,14,31,20,9,3,17,20
CHICAGO BULLS,240,35,83,8,19,19,26,13,28,23,10,5,11,24
SEATTLE SUPERSONICS,240,31,72,5,15,24,30,12,29,18,5,5,16,22
PORTLAND TRAIL BLAZERS,240,36,71,9,18,15,19,10,22,21,15,5,20,16
UTAH JAZZ,240,38,73,3,12,18,26,13,26,26,13,6,17,16
