team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,28,73,6,22,20,26,6,30,11,14,5,15,18
CHARLOTTE HORNETS,240,31,84,4,15,13,17,14,36,22,10,13,18,23
PORTLAND TRAIL BLAZERS,240,40,92,4,19,12,14,14,22,27,15,4,11,13
DENVER NUGGETS,240,39,78,4,16,15,16,11,35,28,7,6,19,15
PHILADELPHIA 76ERS,240,27,77,1,7,27,34,15,37,12,15,6,18,25
DETROIT PISTONS,240,32,81,7,17,15,20,10,32,22,7,6,18,24
SEATTLE SUPERSONICS,240,44,83,9,15,16,18,13,27,28,12,4,12,22
GOLDEN STATE WARRIORS,240,33,78,2,10,19,22,18,22,18,7,3,17,16
DALLAS MAVERICKS,290,46,93,11,21,38,42,9,42,25,9,5,17,22
INDIANA PACERS,290,49,101,14,33,28,37,10,37,36,8,5,15,34
UTAH JAZZ,240,24,80,4,11,27,41,22,30,14,9,4,14,35
MEMPHIS GRIZZLIES,240,26,60,4,13,30,43,8,36,17,6,8,16,27
ATLANTA HAWKS,240,25,66,3,11,23,29,7,33,14,8,2,11,20
MIAMI HEAT,240,32,78,1,13,8,12,10,34,17,8,7,12,18
LOS ANGELES CLIPPERS,240,36,77,5,13,35,46,16,33,20,6,10,14,19
NEW YORK KNICKS,240,42,95,9,20,17,24,14,25,27,10,1,11,28
CLEVELAND CAVALIERS,240,41,90,3,10,13,19,13,30,28,15,4,21,16
ORLANDO MAGIC,240,43,86,5,16,15,17,6,33,21,11,4,21,14
TORONTO RAPTORS,240,38,72,6,16,12,16,3,24,24,4,1,7,18
WASHINGTON WIZARDS,240,39,86,4,5,17,22,22,28,19,5,3,6,16
