team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,35,85,6,18,15,24,11,29,16,6,7,15,24
CHARLOTTE HORNETS,240,45,82,2,5,21,33,10,38,29,8,10,10,19
BOSTON CELTICS,240,27,88,2,21,19,25,12,39,14,11,4,17,26
GOLDEN STATE WARRIORS,240,36,94,4,18,16,23,18,43,21,7,11,17,23
ORLANDO MAGIC,240,36,74,9,15,14,23,5,21,18,6,1,10,16
MIAMI HEAT,240,48,87,7,15,9,10,12,33,24,4,5,12,22
CLEVELAND CAVALIERS,240,42,83,8,15,23,26,12,25,28,6,4,7,19
MILWAUKEE BUCKS,240,40,79,6,21,21,29,9,30,25,3,3,10,17
PHOENIX SUNS,240,34,80,9,23,15,21,7,31,27,4,5,14,23
MINNESOTA TIMBERWOLVES,240,39,83,3,8,26,29,11,32,24,8,4,11,17
TORONTO RAPTORS,240,32,85,3,11,15,26,15,23,23,8,1,8,14
NEW YORK KNICKS,240,37,70,3,8,12,16,6,35,26,5,6,16,20
DALLAS MAVERICKS,240,38,79,7,21,20,22,2,25,24,10,4,15,18
PORTLAND TRAIL BLAZERS,240,43,86,8,16,20,24,12,33,31,13,1,16,18
