team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,37,81,3,8,23,29,13,34,18,12,3,15,17
CHARLOTTE HORNETS,240,36,81,4,13,17,25,9,30,24,12,11,13,23
LOS ANGELES CLIPPERS,240,36,88,4,14,16,20,14,32,18,4,5,12,23
DETROIT PISTONS,240,42,80,10,20,11,20,8,32,26,3,7,9,19
MEMPHIS GRIZZLIES,240,39,83,3,8,22,26,13,27,22,9,5,16,19
MILWAUKEE BUCKS,240,41,81,7,21,18,20,10,30,31,9,4,15,24
ATLANTA HAWKS,240,35,76,5,13,14,19,6,31,18,14,4,14,16
NEW YORK KNICKS,240,33,74,10,19,16,19,7,34,26,10,1,17,18
SAN ANTONIO SPURS,265,22,92,6,18,24,35,20,39,12,10,6,16,22
TORONTO RAPTORS,265,28,84,4,8,20,25,13,45,20,11,14,13,27
SACRAMENTO KINGS,240,38,84,4,13,21,25,13,30,20,4,4,8,15
WASHINGTON WIZARDS,240,47,98,4,12,10,13,17,34,29,4,5,9,25
