team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MINNESOTA TIMBERWOLVES,240,43,86,11,24,20,26,8,36,22,10,5,11,20
DALLAS MAVERICKS,240,37,92,7,26,19,23,14,32,22,5,1,14,23
BOSTON CELTICS,240,35,78,11,23,28,37,9,26,23,14,2,12,21
LOS ANGELES LAKERS,240,42,80,9,20,15,19,9,37,31,10,2,21,26
GOLDEN STATE WARRIORS,240,45,102,2,15,23,29,24,28,27,8,8,14,27
NEW JERSEY NETS,240,42,88,6,15,33,43,20,28,32,6,11,15,28
SEATTLE SUPERSONICS,240,41,74,5,16,16,17,2,29,29,12,7,12,19
PHOENIX SUNS,240,39,92,3,12,10,15,20,29,21,4,3,18,17
ATLANTA HAWKS,240,31,82,6,19,11,16,14,25,20,7,3,17,19
SACRAMENTO KINGS,240,38,76,8,20,15,24,12,33,26,11,7,12,16
MEMPHIS GRIZZLIES,265,39,90,2,9,13,15,11,31,25,10,3,16,21
SAN ANTONIO SPURS,265,35,80,7,20,22,26,6,36,24,13,10,17,18
