team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,39,87,5,13,13,19,9,19,19,5,3,5,21
CLEVELAND CAVALIERS,240,42,84,6,17,21,26,18,37,32,5,5,15,20
ATLANTA HAWKS,240,34,71,7,15,14,18,11,30,19,8,3,16,20
DENVER NUGGETS,240,32,82,5,22,15,20,15,25,25,9,7,13,19
WASHINGTON WIZARDS,240,35,80,6,13,4,8,11,25,17,10,4,15,20
MIAMI HEAT,240,39,75,1,6,13,16,10,32,17,8,7,14,11
DETROIT PISTONS,240,31,85,7,25,13,16,14,31,22,10,14,9,22
MILWAUKEE BUCKS,240,34,81,7,16,14,22,17,33,18,5,5,15,20
CHARLOTTE HORNETS,240,37,79,4,10,15,20,11,33,16,6,4,18,21
NEW JERSEY NETS,240,39,81,4,13,13,22,11,29,23,10,7,12,20
LOS ANGELES LAKERS,240,42,87,9,19,14,19,17,31,21,11,3,11,22
NEW YORK KNICKS,240,37,85,5,21,12,18,16,26,19,7,3,14,20
SAN ANTONIO SPURS,240,32,78,2,15,17,23,7,26,18,5,5,8,15
PHOENIX SUNS,240,36,78,2,8,18,21,12,34,19,6,6,10,21
SEATTLE SUPERSONICS,240,37,74,10,18,17,22,12,30,22,10,4,14,15
TORONTO RAPTORS,240,41,91,7,18,3,6,17,22,30,10,5,13,19
