team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES LAKERS,240,36,77,5,16,19,29,11,28,19,9,1,14,20
CHARLOTTE HORNETS,240,37,84,4,13,16,23,14,34,20,10,5,11,24
PHOENIX SUNS,240,33,81,2,11,15,17,12,30,17,7,2,15,20
CHICAGO BULLS,240,35,77,5,10,16,20,7,31,24,7,8,14,22
CLEVELAND CAVALIERS,240,38,82,6,13,21,28,13,36,21,11,5,18,24
INDIANA PACERS,240,37,79,0,6,19,27,6,25,23,10,8,15,23
GOLDEN STATE WARRIORS,240,46,83,6,14,14,20,9,23,25,5,9,10,23
MILWAUKEE BUCKS,240,39,94,11,23,27,28,20,23,25,5,8,9,20
NEW YORK KNICKS,240,37,71,7,16,12,15,5,29,19,5,5,20,25
NEW JERSEY NETS,240,44,89,10,19,17,24,14,23,30,13,5,11,19
ATLANTA HAWKS,240,34,77,4,18,24,29,13,32,18,7,5,15,22
SEATTLE SUPERSONICS,240,35,79,10,24,19,28,14,28,19,11,4,12,20
DETROIT PISTONS,240,32,67,5,13,11,16,6,30,21,10,9,17,18
TORONTO RAPTORS,240,29,69,5,8,9,19,14,29,19,11,3,20,20
