team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,44,85,6,9,16,23,7,43,25,3,2,14,21
DALLAS MAVERICKS,240,38,87,13,29,20,24,7,34,27,7,5,7,15
CHICAGO BULLS,265,37,85,8,16,18,23,9,29,29,11,5,21,26
DENVER NUGGETS,265,40,83,3,12,19,32,14,32,32,11,7,21,22
LOS ANGELES LAKERS,240,35,87,6,19,21,25,18,35,24,7,11,13,21
INDIANA PACERS,240,32,91,8,24,22,29,21,32,22,9,4,11,21
TORONTO RAPTORS,240,40,83,4,12,14,22,18,24,17,6,4,13,17
MILWAUKEE BUCKS,240,39,81,7,17,10,12,13,24,20,6,0,15,20
HOUSTON ROCKETS,240,34,78,4,19,17,21,10,22,16,7,5,13,18
MINNESOTA TIMBERWOLVES,240,43,78,2,5,15,22,8,31,25,6,5,11,20
LOS ANGELES CLIPPERS,240,34,70,2,9,22,30,10,25,20,8,7,19,20
NEW YORK KNICKS,240,40,80,14,24,11,15,12,23,22,11,3,15,26
PORTLAND TRAIL BLAZERS,240,36,77,3,11,21,29,8,41,28,10,9,15,19
ORLANDO MAGIC,240,34,91,6,22,15,19,12,31,19,8,3,13,24
CLEVELAND CAVALIERS,240,33,77,4,11,14,20,16,34,18,10,1,21,21
WASHINGTON WIZARDS,240,36,81,6,12,15,20,9,27,23,11,7,10,16
