team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MINNESOTA TIMBERWOLVES,240,39,80,3,7,21,22,11,35,25,10,6,17,14
CLEVELAND CAVALIERS,240,35,90,8,19,13,14,15,27,24,8,12,19,22
LOS ANGELES LAKERS,240,37,76,5,17,34,44,8,43,19,6,6,13,27
DENVER NUGGETS,240,35,94,4,15,28,43,18,34,20,6,2,11,33
WASHINGTON WIZARDS,240,39,79,9,13,21,29,12,29,23,7,7,10,22
LOS ANGELES CLIPPERS,240,36,77,7,16,25,31,9,25,27,7,5,9,23
NEW JERSEY NETS,240,30,77,6,15,24,32,15,30,21,9,7,19,30
MEMPHIS GRIZZLIES,240,32,74,7,12,26,37,14,32,18,13,5,17,25
DALLAS MAVERICKS,240,48,97,8,24,10,17,14,29,26,4,3,5,24
MILWAUKEE BUCKS,240,44,82,12,29,20,27,8,34,31,2,4,12,19
INDIANA PACERS,240,29,72,1,7,24,31,7,35,20,14,3,15,23
NEW ORLEANS HORNETS,240,27,82,3,13,15,25,18,34,16,7,6,17,25
GOLDEN STATE WARRIORS,240,43,73,4,12,23,33,3,43,19,8,1,20,18
NEW YORK KNICKS,240,41,103,9,25,16,21,15,27,26,8,1,12,28
CHICAGO BULLS,265,42,83,5,17,22,31,14,36,29,3,12,20,28
PHILADELPHIA 76ERS,265,45,102,2,12,27,35,22,27,30,15,1,9,28
ATLANTA HAWKS,240,37,86,6,12,16,20,16,32,14,5,10,16,28
TORONTO RAPTORS,240,34,88,3,13,26,35,16,30,19,8,7,7,17
HOUSTON ROCKETS,240,40,76,6,12,20,25,11,35,17,10,6,17,21
UTAH JAZZ,240,27,71,1,4,21,27,11,23,15,14,7,19,21
