team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MEMPHIS GRIZZLIES,240,35,89,4,17,17,27,27,27,15,4,8,17,23
GOLDEN STATE WARRIORS,240,39,84,5,13,18,23,16,26,24,12,6,7,24
ATLANTA HAWKS,240,34,75,3,10,8,10,10,33,14,3,5,19,22
MIAMI HEAT,240,34,79,9,21,22,28,10,31,21,8,3,9,13
SEATTLE SUPERSONICS,265,43,88,5,12,17,21,11,21,26,13,4,7,22
NEW JERSEY NETS,265,39,76,10,19,21,29,12,31,23,4,4,19,25
BOSTON CELTICS,240,35,83,8,24,18,24,14,24,17,7,2,17,23
NEW ORLEANS HORNETS,240,37,75,5,10,24,31,13,32,26,12,9,18,26
CHICAGO BULLS,265,42,93,8,19,19,24,15,34,24,7,9,15,28
PHOENIX SUNS,265,43,87,4,11,25,34,14,28,22,9,5,10,23
DALLAS MAVERICKS,240,37,84,12,29,6,7,8,23,21,8,11,10,17
UTAH JAZZ,240,37,76,4,11,12,19,14,32,23,7,8,13,15
