team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,34,96,8,31,13,16,17,30,18,7,1,5,22
ATLANTA HAWKS,240,35,73,5,13,22,27,9,44,20,3,10,13,14
PORTLAND TRAIL BLAZERS,240,42,83,7,13,23,28,11,26,30,13,4,12,20
CLEVELAND CAVALIERS,240,39,87,2,12,15,22,14,27,22,8,7,18,24
MEMPHIS GRIZZLIES,240,27,77,4,17,20,24,12,26,13,5,9,17,24
DENVER NUGGETS,240,34,81,5,10,20,26,19,36,27,10,9,15,25
SACRAMENTO KINGS,240,34,83,3,13,18,24,11,30,23,13,2,18,21
HOUSTON ROCKETS,240,44,86,6,19,11,15,10,35,24,6,13,17,19
PHILADELPHIA 76ERS,240,37,95,5,17,12,13,14,28,19,9,1,10,19
MINNESOTA TIMBERWOLVES,240,43,78,2,5,11,20,8,38,27,6,7,18,19
LOS ANGELES CLIPPERS,240,30,76,2,9,24,31,17,30,14,6,5,16,20
TORONTO RAPTORS,240,41,88,6,16,12,15,13,31,22,8,5,11,26
