team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW ORLEANS HORNETS,240,38,84,4,7,13,13,12,23,19,4,1,11,22
DETROIT PISTONS,240,34,69,3,9,20,23,7,27,20,4,7,9,19
MEMPHIS GRIZZLIES,240,31,83,2,8,18,25,9,32,17,8,3,10,19
HOUSTON ROCKETS,240,39,86,4,12,11,14,15,36,26,4,6,13,22
ATLANTA HAWKS,240,31,74,4,11,23,28,11,35,18,6,4,13,18
LOS ANGELES CLIPPERS,240,37,91,4,19,9,13,16,28,23,5,9,8,20
CHICAGO BULLS,240,33,75,1,6,23,39,10,32,10,3,4,12,26
MIAMI HEAT,240,36,86,5,16,23,26,12,31,17,8,5,6,26
MILWAUKEE BUCKS,240,36,81,10,22,11,12,9,25,27,7,0,9,13
PORTLAND TRAIL BLAZERS,240,39,78,8,17,4,7,11,30,23,1,3,13,18
INDIANA PACERS,240,32,79,7,16,25,26,14,23,18,8,5,17,32
SAN ANTONIO SPURS,240,40,70,5,13,20,33,9,24,24,13,7,17,24
DENVER NUGGETS,240,31,88,2,8,25,33,17,26,20,12,5,12,32
UTAH JAZZ,240,32,65,3,6,32,48,12,33,26,9,6,21,26
