team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,34,84,5,10,24,29,16,34,19,8,5,14,20
BOSTON CELTICS,240,31,80,9,30,21,25,11,31,18,10,6,13,22
INDIANA PACERS,265,43,92,5,18,14,18,10,43,34,8,9,17,25
CLEVELAND CAVALIERS,265,39,99,2,9,21,25,13,37,23,11,5,10,17
MINNESOTA TIMBERWOLVES,240,39,95,5,11,17,26,14,34,23,7,2,12,17
DALLAS MAVERICKS,240,50,91,5,17,15,20,6,39,33,8,9,14,23
SACRAMENTO KINGS,240,38,84,6,21,18,24,10,29,28,15,4,16,17
DENVER NUGGETS,240,46,108,11,21,7,8,27,37,33,10,6,19,18
VANCOUVER GRIZZLIES,240,37,92,4,9,17,21,27,31,18,9,10,13,21
GOLDEN STATE WARRIORS,240,31,102,3,11,16,26,33,28,21,7,10,14,22
DETROIT PISTONS,240,30,82,1,12,27,34,8,36,17,9,2,9,24
NEW YORK KNICKS,240,35,78,5,15,19,22,7,42,21,5,2,16,29
MIAMI HEAT,240,43,89,2,10,15,23,19,32,33,10,5,12,17
ORLANDO MAGIC,240,35,78,7,21,14,18,10,26,23,8,7,18,24
CHICAGO BULLS,240,34,68,3,9,21,25,3,26,27,12,4,11,16
PHILADELPHIA 76ERS,240,33,78,5,17,15,19,16,29,25,6,1,18,19
UTAH JAZZ,240,36,72,2,9,19,28,13,22,25,8,2,20,27
PHOENIX SUNS,240,35,66,1,5,27,39,7,25,21,8,3,17,23
SAN ANTONIO SPURS,240,27,82,6,24,7,11,13,32,19,2,8,12,12
SEATTLE SUPERSONICS,240,43,85,8,13,11,15,9,41,26,6,8,5,14
TORONTO RAPTORS,240,43,95,6,18,6,8,15,36,28,9,4,11,17
WASHINGTON WIZARDS,240,35,80,6,11,16,26,8,34,16,5,4,15,17
