team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES LAKERS,240,40,72,2,11,18,28,8,36,31,7,4,11,25
CHICAGO BULLS,240,29,73,5,13,25,37,11,25,21,7,2,11,22
ATLANTA HAWKS,240,37,84,3,11,17,23,11,39,18,6,7,19,28
DALLAS MAVERICKS,240,36,85,7,17,29,35,9,32,24,10,7,9,18
SAN ANTONIO SPURS,240,35,72,6,16,25,34,9,35,33,7,7,13,14
DENVER NUGGETS,240,35,86,2,6,8,16,16,30,25,8,4,15,22
SEATTLE SUPERSONICS,240,38,82,4,10,8,11,12,28,19,3,4,13,13
HOUSTON ROCKETS,240,39,81,7,14,6,13,9,24,25,9,5,9,16
WASHINGTON WIZARDS,240,31,66,4,11,14,20,5,23,17,8,2,17,19
NEW YORK KNICKS,240,40,73,5,11,8,12,9,23,19,7,3,14,20
SACRAMENTO KINGS,240,33,73,5,14,21,26,12,30,18,14,7,20,21
UTAH JAZZ,240,32,76,6,14,16,20,11,31,22,12,3,20,24
