team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES LAKERS,240,33,62,7,14,27,38,8,35,26,10,3,21,24
BOSTON CELTICS,240,36,80,13,25,11,22,13,21,22,11,1,15,28
PORTLAND TRAIL BLAZERS,240,47,79,7,12,21,27,10,37,31,16,12,23,25
GOLDEN STATE WARRIORS,240,33,95,2,10,23,35,25,20,17,17,9,20,22
CHICAGO BULLS,240,35,72,5,12,18,22,11,27,22,1,2,17,22
INDIANA PACERS,240,39,77,3,11,19,26,11,22,31,11,6,6,20
MILWAUKEE BUCKS,265,39,97,4,21,28,31,14,30,16,10,7,12,28
LOS ANGELES CLIPPERS,265,41,94,7,18,24,35,15,39,23,6,6,15,20
CHARLOTTE HORNETS,240,27,77,4,15,18,22,9,39,12,6,4,14,19
MIAMI HEAT,240,33,81,5,17,10,20,9,31,22,9,4,11,18
PHOENIX SUNS,240,32,82,6,20,18,24,13,31,20,5,3,14,21
MINNESOTA TIMBERWOLVES,240,38,82,2,4,23,30,15,31,25,11,2,9,19
TORONTO RAPTORS,240,41,89,7,15,19,25,18,24,27,13,7,10,19
ORLANDO MAGIC,240,40,82,7,16,13,20,16,25,23,7,5,17,18
CLEVELAND CAVALIERS,240,36,83,6,12,10,14,14,23,22,10,6,12,21
PHILADELPHIA 76ERS,240,38,85,2,3,18,27,24,31,20,7,6,13,17
SACRAMENTO KINGS,240,46,89,8,17,18,21,12,39,31,8,5,9,18
VANCOUVER GRIZZLIES,240,36,91,5,10,13,17,13,28,21,3,7,10,16
