team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,27,77,6,24,19,21,7,38,19,9,4,13,20
CHARLOTTE HORNETS,240,31,79,3,12,15,25,10,42,25,8,5,11,18
GOLDEN STATE WARRIORS,240,34,100,4,13,15,20,23,27,20,6,3,15,21
DETROIT PISTONS,240,40,83,8,20,16,21,12,35,23,7,3,14,20
NEW YORK KNICKS,240,30,75,2,12,17,19,12,31,12,4,3,12,25
LOS ANGELES LAKERS,240,23,68,6,22,26,37,10,29,18,5,5,8,23
HOUSTON ROCKETS,240,32,77,5,18,29,40,14,30,16,9,8,12,20
NEW JERSEY NETS,240,38,82,4,8,21,23,12,29,17,5,7,12,24
INDIANA PACERS,240,28,74,2,18,35,40,10,20,21,7,3,11,30
PHILADELPHIA 76ERS,240,36,81,3,7,29,40,10,43,24,5,0,10,30
MILWAUKEE BUCKS,240,40,73,10,17,9,14,8,25,22,6,3,20,16
PHOENIX SUNS,240,42,76,4,12,18,21,8,23,27,13,5,13,15
MINNESOTA TIMBERWOLVES,240,42,88,1,6,14,14,18,23,27,3,4,11,19
PORTLAND TRAIL BLAZERS,240,37,80,3,11,18,23,15,26,23,6,4,14,14
DALLAS MAVERICKS,240,49,97,9,18,12,14,12,33,29,11,6,13,21
SACRAMENTO KINGS,240,41,84,4,13,21,29,8,31,21,9,3,16,17
ORLANDO MAGIC,240,40,75,8,12,16,21,10,25,22,7,6,15,22
TORONTO RAPTORS,240,40,77,4,13,17,25,9,21,31,8,5,11,18
UTAH JAZZ,240,37,76,2,7,16,20,14,33,28,8,8,14,19
VANCOUVER GRIZZLIES,240,29,75,4,11,11,19,13,24,21,7,7,15,21
