team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,265,39,82,7,19,26,30,15,28,19,10,5,15,24
CHARLOTTE HORNETS,265,40,84,8,15,16,23,11,27,23,8,6,13,23
MEMPHIS GRIZZLIES,240,36,75,4,13,16,26,11,26,23,8,10,15,20
CHICAGO BULLS,240,35,83,8,15,17,21,17,27,21,10,4,14,26
BOSTON CELTICS,240,38,81,14,27,18,24,7,23,27,6,5,8,23
CLEVELAND CAVALIERS,240,34,77,10,25,23,32,15,34,23,5,10,14,20
SAN ANTONIO SPURS,240,35,79,4,16,16,20,5,39,23,8,12,15,17
GOLDEN STATE WARRIORS,240,32,94,3,15,15,22,21,36,18,10,9,17,18
SEATTLE SUPERSONICS,240,37,83,6,17,15,16,12,31,22,6,2,8,20
INDIANA PACERS,240,34,71,8,28,10,15,6,33,26,3,3,13,18
DALLAS MAVERICKS,240,49,85,11,21,24,28,10,24,23,10,3,7,20
LOS ANGELES CLIPPERS,240,44,86,14,29,10,15,11,19,33,6,8,13,24
NEW JERSEY NETS,240,29,71,3,13,16,24,9,18,15,11,4,12,22
MIAMI HEAT,240,34,65,3,5,19,28,13,32,16,7,6,16,20
NEW YORK KNICKS,290,45,102,15,30,24,27,15,34,28,6,3,13,27
MILWAUKEE BUCKS,290,47,105,8,22,25,32,14,36,28,6,5,11,26
ATLANTA HAWKS,240,26,70,2,7,26,33,12,27,16,9,2,24,21
MINNESOTA TIMBERWOLVES,240,44,83,3,6,12,17,10,32,31,11,3,16,25
SACRAMENTO KINGS,240,39,81,10,17,26,29,13,33,22,11,2,16,21
UTAH JAZZ,240,34,83,2,10,20,21,14,28,24,9,8,17,25
PHOENIX SUNS,240,36,85,5,18,25,30,16,23,17,6,1,16,27
WASHINGTON WIZARDS,240,39,76,1,6,33,42,14,28,24,11,4,14,28
