team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PORTLAND TRAIL BLAZERS,240,38,83,4,17,12,18,11,29,21,10,4,19,18
ATLANTA HAWKS,240,37,74,6,16,21,24,3,31,26,12,3,17,15
DENVER NUGGETS,240,38,90,5,18,13,16,19,33,15,8,3,15,20
DALLAS MAVERICKS,240,35,76,5,17,20,29,7,30,20,8,4,13,18
LOS ANGELES LAKERS,240,46,89,9,15,20,25,13,31,27,7,3,6,25
DETROIT PISTONS,240,30,72,7,21,25,29,9,23,17,2,9,13,21
MILWAUKEE BUCKS,240,43,80,8,17,19,27,7,31,24,7,8,11,30
GOLDEN STATE WARRIORS,240,31,87,1,11,34,42,18,31,16,8,6,13,20
NEW YORK KNICKS,240,33,89,8,20,12,14,16,26,20,4,2,12,14
HOUSTON ROCKETS,240,36,72,4,15,12,14,6,34,18,5,11,14,20
TORONTO RAPTORS,240,35,85,2,9,9,12,13,25,21,8,4,11,23
MEMPHIS GRIZZLIES,240,36,77,2,9,10,21,16,33,24,8,7,17,16
MIAMI HEAT,240,38,72,3,8,16,18,7,28,21,3,1,14,25
NEW JERSEY NETS,240,36,73,5,12,27,35,7,22,26,8,3,6,18
PHOENIX SUNS,240,32,84,7,19,13,19,14,20,14,12,10,18,26
UTAH JAZZ,240,34,78,6,10,24,34,18,32,26,11,12,21,20
LOS ANGELES CLIPPERS,240,37,84,4,18,10,17,9,27,17,4,3,12,15
WASHINGTON WIZARDS,240,38,79,5,12,15,18,9,32,22,2,2,13,17
