team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,38,83,12,27,6,9,10,25,30,8,5,16,17
BOSTON CELTICS,240,45,84,7,17,13,17,11,32,28,12,5,15,14
DALLAS MAVERICKS,240,36,78,7,19,28,36,7,28,24,9,5,13,24
CHICAGO BULLS,240,34,76,5,7,24,30,11,30,27,8,4,19,32
GOLDEN STATE WARRIORS,240,32,80,1,7,33,40,14,27,21,4,5,13,18
CLEVELAND CAVALIERS,240,46,86,7,16,14,20,9,31,33,6,8,15,26
LOS ANGELES LAKERS,240,32,82,6,13,17,21,14,30,21,10,8,13,17
DENVER NUGGETS,240,32,75,8,18,14,20,8,31,20,3,7,16,20
MILWAUKEE BUCKS,240,28,80,5,20,16,29,13,36,14,3,5,8,21
MINNESOTA TIMBERWOLVES,240,36,87,8,20,15,20,15,39,23,2,7,9,22
MEMPHIS GRIZZLIES,240,28,100,1,11,17,18,24,31,15,8,8,18,18
NEW JERSEY NETS,240,39,83,2,4,12,14,10,38,32,12,10,17,21
PHILADELPHIA 76ERS,240,34,77,5,9,29,35,12,40,23,7,4,16,19
PHOENIX SUNS,240,33,90,4,12,11,13,12,27,20,10,2,15,29
TORONTO RAPTORS,240,33,73,5,15,24,32,10,32,18,11,8,13,23
PORTLAND TRAIL BLAZERS,240,31,82,3,11,19,24,19,29,19,6,4,17,23
LOS ANGELES CLIPPERS,240,34,83,4,11,19,28,15,36,19,3,7,17,14
SACRAMENTO KINGS,240,43,100,9,23,10,14,17,30,34,12,6,5,22
DETROIT PISTONS,240,32,65,3,11,18,24,10,28,16,7,6,24,27
SAN ANTONIO SPURS,240,37,74,5,9,18,26,11,23,21,9,4,13,22
