team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,38,80,1,10,17,24,14,30,24,12,5,13,21
ATLANTA HAWKS,240,35,82,7,21,14,18,16,26,25,5,4,14,19
PHILADELPHIA 76ERS,240,36,81,3,9,18,22,14,28,21,7,4,16,21
CHARLOTTE HORNETS,240,35,82,2,14,16,24,11,27,23,13,6,12,23
DALLAS MAVERICKS,240,39,82,9,16,21,26,14,25,21,11,2,12,21
MEMPHIS GRIZZLIES,240,38,75,5,16,16,21,10,26,21,10,6,16,21
MIAMI HEAT,265,35,82,5,13,17,21,14,35,28,9,6,14,20
PORTLAND TRAIL BLAZERS,265,33,93,6,24,18,24,20,34,18,8,3,11,24
UTAH JAZZ,240,37,78,4,11,20,25,15,26,22,7,6,13,25
SAN ANTONIO SPURS,240,34,75,4,15,30,32,11,24,14,9,7,10,20
