team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MINNESOTA TIMBERWOLVES,240,40,82,7,15,25,33,15,41,25,5,7,15,14
ATLANTA HAWKS,240,36,80,9,23,15,19,5,29,21,10,5,9,27
NEW JERSEY NETS,240,32,76,1,11,24,30,8,30,23,6,6,5,22
CHARLOTTE HORNETS,240,26,72,5,15,23,30,13,30,18,3,4,13,23
UTAH JAZZ,265,36,74,4,10,37,53,12,25,29,9,4,18,27
CHICAGO BULLS,265,40,79,5,11,26,33,9,28,32,12,6,16,35
SAN ANTONIO SPURS,240,37,73,7,13,24,35,12,32,16,6,2,12,26
DALLAS MAVERICKS,240,37,86,6,14,23,29,16,29,24,2,3,9,27
CLEVELAND CAVALIERS,240,37,79,1,6,16,21,9,30,18,7,7,10,24
DETROIT PISTONS,240,34,82,6,15,27,31,18,33,19,6,9,13,19
INDIANA PACERS,240,34,82,3,11,10,13,9,33,26,9,6,13,18
HOUSTON ROCKETS,240,31,78,3,16,14,18,10,32,15,9,9,15,17
MILWAUKEE BUCKS,240,36,80,6,18,5,6,9,31,22,3,1,16,23
LOS ANGELES CLIPPERS,240,33,76,8,18,12,21,11,25,24,4,7,14,13
BOSTON CELTICS,240,33,81,6,18,18,22,14,37,18,7,4,13,21
NEW YORK KNICKS,240,27,77,5,19,22,28,9,32,15,5,1,11,19
GOLDEN STATE WARRIORS,240,42,86,4,6,21,33,11,24,27,10,3,11,22
ORLANDO MAGIC,240,42,86,13,26,21,27,19,27,23,5,8,17,30
SACRAMENTO KINGS,240,42,83,10,23,24,26,9,38,27,9,7,17,22
PHOENIX SUNS,240,45,100,7,20,15,21,15,30,25,12,3,13,23
PHILADELPHIA 76ERS,240,34,82,5,11,15,18,7,23,20,10,2,12,17
PORTLAND TRAIL BLAZERS,240,42,82,5,13,7,10,14,32,33,8,6,17,15
