team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DENVER NUGGETS,240,32,90,6,16,10,13,9,26,19,8,6,8,16
CHARLOTTE HORNETS,240,37,84,2,11,18,24,21,40,19,5,10,14,18
SEATTLE SUPERSONICS,240,40,81,5,14,15,24,5,29,25,15,2,12,11
CHICAGO BULLS,240,37,76,5,15,9,12,7,36,31,7,1,24,22
PORTLAND TRAIL BLAZERS,240,39,76,2,6,18,23,11,36,27,8,6,10,10
CLEVELAND CAVALIERS,240,29,83,2,10,12,14,12,25,23,8,11,10,16
DETROIT PISTONS,240,38,85,7,19,10,13,9,21,28,3,3,5,20
MINNESOTA TIMBERWOLVES,240,44,88,8,15,13,16,16,35,29,5,7,9,18
BOSTON CELTICS,240,34,80,6,23,13,16,11,29,22,7,3,18,26
ORLANDO MAGIC,240,35,81,9,27,19,25,15,30,26,8,5,17,13
LOS ANGELES CLIPPERS,240,31,89,5,21,25,32,22,27,18,4,4,14,18
PHILADELPHIA 76ERS,240,48,93,4,8,16,22,19,35,29,8,5,11,24
NEW YORK KNICKS,240,33,79,2,10,11,12,9,35,18,6,8,17,29
SAN ANTONIO SPURS,240,32,76,6,18,20,28,9,31,15,7,9,12,15
