team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,34,67,11,19,21,25,5,30,28,9,5,21,22
BOSTON CELTICS,240,33,75,8,24,27,30,6,26,23,14,4,15,18
SACRAMENTO KINGS,240,42,80,7,9,21,29,7,33,29,11,5,14,18
DENVER NUGGETS,240,43,91,9,19,12,17,12,28,28,10,9,16,21
CLEVELAND CAVALIERS,240,31,69,2,8,24,32,12,27,19,5,3,20,32
GOLDEN STATE WARRIORS,240,40,87,4,8,33,45,22,26,27,17,7,8,26
MIAMI HEAT,240,40,79,4,12,18,22,12,27,22,6,5,8,20
LOS ANGELES LAKERS,240,37,92,11,26,11,14,17,25,22,5,6,10,23
INDIANA PACERS,240,33,76,9,22,25,30,11,25,22,5,4,9,25
MILWAUKEE BUCKS,240,36,79,11,20,22,33,15,25,27,5,3,10,21
WASHINGTON WIZARDS,240,27,90,3,8,10,14,21,28,9,7,5,18,17
NEW JERSEY NETS,240,44,84,7,16,16,21,9,36,32,10,8,12,19
PORTLAND TRAIL BLAZERS,240,41,85,8,22,18,28,16,30,27,9,5,16,20
PHOENIX SUNS,240,40,86,7,17,12,15,15,25,19,7,5,13,23
HOUSTON ROCKETS,240,39,79,12,19,13,18,11,25,23,4,2,15,17
TORONTO RAPTORS,240,44,79,4,8,17,23,5,23,21,11,8,7,21
SEATTLE SUPERSONICS,240,29,71,5,15,17,26,12,20,13,11,5,19,20
UTAH JAZZ,240,37,76,2,15,19,22,16,28,23,12,5,16,22
