team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,240,32,75,8,16,23,27,8,39,21,5,7,19,27
BOSTON CELTICS,240,33,88,11,25,15,31,18,33,20,10,4,15,21
CLEVELAND CAVALIERS,240,32,83,2,6,28,31,14,33,15,9,4,11,23
CHARLOTTE HORNETS,240,33,75,8,16,26,35,10,31,16,6,5,12,22
INDIANA PACERS,240,37,85,5,13,19,23,13,38,32,10,4,10,22
CHICAGO BULLS,240,28,79,0,7,17,27,13,29,19,3,3,13,20
TORONTO RAPTORS,240,32,77,4,12,24,40,16,26,15,6,2,16,30
MIAMI HEAT,240,32,71,3,3,30,42,15,31,18,4,9,17,35
GOLDEN STATE WARRIORS,240,34,81,2,7,17,22,12,29,17,9,8,14,20
PORTLAND TRAIL BLAZERS,240,35,82,7,11,15,19,14,27,27,5,10,16,20
