team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,36,80,6,22,32,39,11,25,24,9,3,17,23
BOSTON CELTICS,240,43,82,14,25,30,35,14,31,29,14,6,16,28
MIAMI HEAT,240,32,72,3,8,25,36,10,29,23,10,6,10,20
CHICAGO BULLS,240,36,78,3,10,12,15,11,31,21,6,3,14,26
LOS ANGELES CLIPPERS,240,32,74,3,11,19,28,10,30,14,10,3,16,14
MILWAUKEE BUCKS,240,37,74,5,11,13,18,6,29,23,10,0,17,24
CLEVELAND CAVALIERS,240,30,83,8,19,8,12,17,27,22,6,3,16,23
PHILADELPHIA 76ERS,240,32,71,2,5,19,27,8,32,16,9,4,13,20
NEW JERSEY NETS,240,35,87,4,12,13,19,19,29,25,11,5,15,24
PHOENIX SUNS,240,33,81,2,7,21,25,13,31,15,7,7,15,18
MINNESOTA TIMBERWOLVES,240,33,78,5,11,7,12,11,32,18,6,4,18,22
PORTLAND TRAIL BLAZERS,240,29,79,5,16,22,27,13,30,18,10,5,12,16
LOS ANGELES LAKERS,240,32,75,4,18,16,25,16,28,17,7,7,22,28
UTAH JAZZ,240,29,68,2,6,32,36,9,23,17,11,8,18,24
