team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,42,80,9,20,6,11,9,27,29,7,4,14,17
CLEVELAND CAVALIERS,240,40,83,6,9,18,19,13,26,27,5,3,13,12
ATLANTA HAWKS,240,28,78,1,11,11,17,12,32,13,11,2,18,18
INDIANA PACERS,240,33,78,3,13,16,22,10,33,20,10,12,14,16
DALLAS MAVERICKS,240,37,85,15,40,14,16,7,36,21,4,5,9,23
LOS ANGELES LAKERS,240,41,84,8,23,15,22,7,37,30,5,5,8,17
NEW JERSEY NETS,240,33,82,9,18,12,17,13,33,25,10,6,12,21
MEMPHIS GRIZZLIES,240,29,80,3,9,15,17,14,34,23,4,5,18,17
UTAH JAZZ,240,34,71,2,9,26,30,10,28,20,6,8,17,24
MINNESOTA TIMBERWOLVES,240,30,72,4,13,25,29,7,24,21,7,4,15,27
ORLANDO MAGIC,240,41,77,9,19,14,22,3,25,25,7,5,10,19
PHILADELPHIA 76ERS,240,41,86,4,8,17,20,18,29,26,7,3,12,18
SACRAMENTO KINGS,240,38,81,5,12,35,44,14,32,23,10,3,16,23
TORONTO RAPTORS,240,41,86,5,11,26,33,13,31,23,8,4,13,32
